resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: bachelor's in criminology experience: 9 years skills: public administration, time management, document preparation, ethics, tax law, criminal law",public relations officer,bachelor's in criminology,law_and_public_services,bachelor's in public administration|public service certification,"['time management', 'ethics']","['time management', 'strategic thinking', 'budget control']","['document preparation', 'public administration', 'tax law', 'criminal law']","['public administration', 'document preparation']","['document preparation', 'public administration', 'time management']","['strategic thinking', 'budget control']",0.48
"education: diploma in multimedia design experience: 4 years skills: budget control, quick thinking, attention to detail, communication, adaptability, ux design, figma, planning, adobe creative suite",social media designer,diploma in multimedia design,creative_design,bachelor's in multimedia|creative design certification,"['adaptability', 'quick thinking', 'planning', 'attention to detail', 'communication', 'budget control']","['communication', 'adaptability', 'budget control', 'professionalism']","['adobe creative suite', 'ux design', 'figma']","['figma', 'video production']","['adaptability', 'communication', 'figma', 'budget control']","['professionalism', 'video production']",0.53
"education: creative design certification experience: 4 years skills: team work, negotiation, time management, adaptability, texturing, adobe creative suite, animation, collaboration, motivation",illustrator,creative design certification,creative_design,bachelor's in graphic design|creative design certification,"['adaptability', 'time management', 'collaboration', 'negotiation', 'motivation', 'team work']","['team work', 'negotiation', 'adaptability', 'friendlinessorganization']","['adobe creative suite', 'texturing', 'animation']","['adobe creative suite', 'animation', 'graphic design']","['adaptability', 'animation', 'adobe creative suite', 'negotiation', 'team work']","['graphic design', 'friendlinessorganization']",0.77
"education: bachelor's in computer science experience: 7 years skills: sql, planning, microservices, rest api, collaboration, node.js, problem solving, docker, creativity, python, precision, public speaking",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['planning', 'collaboration', 'problem solving', 'creativity', 'public speaking', 'precision']","['planning', 'collaboration', 'problem solving']","['python', 'docker', 'sql', 'node.js', 'rest api', 'microservices']","['python', 'sql', 'docker']","['python', 'planning', 'sql', 'docker', 'collaboration', 'problem solving']",[],1.0
"education: bachelor's in public administration experience: 2 years skills: case documentation, decision making, responsibility, analytical skills, document preparation, tax law, legal drafting, leadership",law clerk,bachelor's in public administration,law_and_public_services,diploma in legal studies|bachelor's in law,"['responsibility', 'leadership', 'decision making', 'analytical skills']","['responsibility', 'leadership', 'project management']","['document preparation', 'tax law', 'case documentation', 'legal drafting']","['document preparation', 'case documentation', 'legal research']","['document preparation', 'responsibility', 'case documentation', 'leadership']","['project management', 'legal research']",0.53
"education: bachelor's in mechanical engineering experience: 3 years skills: vehicle systems, aerodynamics, thermal systems, critical thinking, adaptability, analysis, technical drawing, microcontrollers, strategic thinking",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['analysis', 'adaptability', 'strategic thinking', 'critical thinking']","['analysis', 'teamwork', 'adaptability']","['vehicle systems', 'thermal systems', 'microcontrollers', 'aerodynamics', 'technical drawing']","['vehicle systems', 'cad', 'thermal systems']","['vehicle systems', 'adaptability', 'analysis', 'thermal systems']","['teamwork', 'cad']",0.73
"education: bachelor's in information technology experience: 9 years skills: sql, php, java, linux, precision, decision making",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['precision', 'decision making']","['analysis', 'attention to detail', 'precision']","['sql', 'linux', 'php', 'java']","['sql', 'mysql', 'linux']","['sql', 'linux', 'precision']","['mysql', 'analysis', 'attention to detail']",0.6
"education: bachelor's in accounting experience: 9 years skills: strategic thinking, responsibility, seo, financial modeling, brand strategy, financial analysis, awareness, accounting, excel, attention to detail",accountant,bachelor's in accounting,economy,bachelor's in accounting,"['responsibility', 'attention to detail', 'awareness', 'strategic thinking']","['attention to detail', 'precision', 'responsibility']","['financial analysis', 'excel', 'accounting', 'financial modeling', 'brand strategy', 'seo']","['accounting', 'excel', 'financial analysis']","['excel', 'responsibility', 'attention to detail', 'accounting', 'financial analysis']",['precision'],0.87
"education: bachelor's in civil engineering experience: 2 years skills: building codes, business acumen, embedded systems, critical thinking, leadership, structural analysis, responsibility, precision, creativity",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['critical thinking', 'responsibility', 'precision', 'leadership', 'creativity', 'business acumen']","['precision', 'critical thinking', 'responsibility']","['structural analysis', 'building codes', 'embedded systems']","['structural analysis', 'autocad', 'building codes']","['responsibility', 'precision', 'structural analysis', 'critical thinking', 'building codes']",['autocad'],0.87
"education: bachelor's in aerospace engineering experience: 1 years skills: critical thinking, aerodynamics, matlab, empathy, technical drawing, friendlinessorganization, autocad, creativity, thermal systems",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,"['critical thinking', 'empathy', 'creativity', 'friendlinessorganization']","['critical thinking', 'problem solving', 'precision']","['aerodynamics', 'technical drawing', 'matlab', 'autocad', 'thermal systems']","['aerodynamics', 'matlab', 'technical drawing']","['aerodynamics', 'technical drawing', 'critical thinking', 'matlab']","['precision', 'problem solving']",0.73
"education: bachelor's in business experience: 0 years skills: selling, product knowledge, security architecture, client relationships, negotiation, ci/cd, risk assessment, web accessibility",sales executive,bachelor's in business,economy,bachelor's in business,"['business acumen', 'negotiation', 'decision making']","['decision making', 'communication', 'business acumen', 'planning']",['crm'],['crm'],"['decision making', 'crm', 'business acumen']","['communication', 'planning']",0.68
