resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r008570,"education: pharmacy license experience: 3 years skills: figma, patient counseling, network security, communication, web design, drug interactions, accuracy, pharmacy knowledge","['figma', 'patient counseling', 'network security', 'communication', 'web design', 'drug interactions', 'accuracy', 'pharmacy knowledge', 'attention to detail']",pharmacist,pharmacy license,healthcare,"['pharmacy knowledge', 'patient counseling', 'drug interactions', 'attention to detail', 'communication', 'accuracy']",doctor of pharmacy|pharmacy license
r008571,"education: teaching credential experience: 2 years skills: azure, jupyter, classroom management, patience, communication, mobile security, mentoring, student assessment","['azure', 'jupyter', 'classroom management', 'patience', 'communication', 'mobile security', 'mentoring', 'student assessment', 'instruction', 'curriculum development']",teacher,teaching credential,education & training,"['instruction', 'curriculum development', 'student assessment', 'communication', 'classroom management', 'patience']",bachelor's in education|teaching credential
r008572,"education: bachelor's in computer science experience: 1 years skills: api development, risk assessment, problem solving, r, microservices, concurrency, docker, go","['api development', 'risk assessment', 'problem solving', 'r', 'microservices', 'concurrency', 'docker', 'go', 'jenkins']",go developer,bachelor's in computer science,technology,"['go', 'microservices', 'api development', 'concurrency', 'docker', 'problem solving']",bachelor's in computer science
r008573,"education: bachelor's in computer science experience: 1 years skills: react, css, oracle, critical thinking, html, ui/ux design, vue.js, javascript","['react', 'css', 'oracle', 'critical thinking', 'html', 'ui/ux design', 'vue.js', 'javascript', 'php']",frontend developer,bachelor's in computer science,technology,"['javascript', 'react', 'vue.js', 'css', 'html', 'ui/ux design']",diploma in information technology|bachelor's in computer science
r008574,"education: bachelor's in agriculture experience: 6 years skills: equipment, shell scripting, sustainability, farm management, problem solving, business acumen, leadership, numpy","['equipment', 'shell scripting', 'sustainability', 'farm management', 'problem solving', 'business acumen', 'leadership', 'numpy', 'crop knowledge', 'figma']",farm manager,bachelor's in agriculture,agriculture,"['farm management', 'crop knowledge', 'equipment', 'leadership', 'business acumen', 'sustainability']",bachelor's in agriculture|leadership
r008575,"education: corporate law specialization experience: 4 years skills: strategic thinking, contract negotiation, writing, corporate law, technical writing, mysql, encryption, research","['strategic thinking', 'contract negotiation', 'writing', 'corporate law', 'technical writing', 'mysql', 'encryption', 'research', 'communication']",corporate lawyer,corporate law specialization,legal services,"['corporate law', 'contract negotiation', 'research', 'writing', 'strategic thinking', 'communication']",juris doctor|bar license|corporate law specialization
r008576,"education: fire academy experience: 4 years skills: physical fitness, problem solving, teamwork, firewalls, quick thinking, aws, fire fighting, safety","['physical fitness', 'problem solving', 'teamwork', 'firewalls', 'quick thinking', 'aws', 'fire fighting', 'safety']",firefighter,fire academy,law enforcement,"['fire fighting', 'safety', 'physical fitness', 'problem solving', 'teamwork', 'quick thinking']",high school|fire academy
r008577,"education: bachelor's in marketing experience: 2 years skills: technical seo, p&l management, backlink strategy, keyword research, machine learning, analytics, time management, seo","['technical seo', 'p&l management', 'backlink strategy', 'keyword research', 'machine learning', 'analytics', 'time management', 'seo', 'shell scripting', 'content optimization']",seo specialist,bachelor's in marketing,marketing & sales,"['seo', 'keyword research', 'technical seo', 'analytics', 'content optimization', 'backlink strategy']",bachelor's in marketing|seo certification
r008578,"education: scrum master certification experience: 4 years skills: c#, scrum, kanban, coaching, team leadership, communication, agile, query optimization","['c#', 'scrum', 'kanban', 'coaching', 'team leadership', 'communication', 'agile', 'query optimization', 'mobile security', 'problem solving', 'pytorch']",scrum master,scrum master certification,technology,"['scrum', 'agile', 'coaching', 'team leadership', 'problem solving', 'communication']",bachelor's in information technology|scrum master certification
r008579,"education: bachelor's in logistics experience: 3 years skills: analytics, forecasting, inventory management, vendor management, microservices, gcp, supply chain strategy, procurement","['analytics', 'forecasting', 'inventory management', 'vendor management', 'microservices', 'gcp', 'supply chain strategy', 'procurement']",supply chain manager,bachelor's in logistics,operations & supply chain,"['supply chain strategy', 'procurement', 'vendor management', 'forecasting', 'inventory management', 'analytics']",bachelor's in supply chain management|bachelor's in logistics
r008580,"education: associate in veterinary technology experience: 3 years skills: sql, compassion, safety, veterinary care, react, technical skills, communication, animal handling","['sql', 'compassion', 'safety', 'veterinary care', 'react', 'technical skills', 'communication', 'animal handling']",veterinary technician,associate in veterinary technology,veterinary,"['veterinary care', 'animal handling', 'technical skills', 'communication', 'compassion', 'safety']",associate in veterinary technology
