resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in aerospace engineering experience: 4 years skills: matlab, physics, marketing, structural analysis, rest api, design, sql, critical thinking",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in design experience: 0 years skills: rest api, html/css, jenkins, react native, docker, design tools, web design, user experience",web designer,bachelor's in design,creative_design,bachelor's in design,"['collaboration', 'creativity', 'communication']","['attention to detail', 'collaboration', 'communication']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in marketing experience: 0 years skills: automation platforms, email campaign management, a/b testing, technical writing, segmentation, project management, c++, copywriting",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['negotiation', 'planning', 'business acumen']","['planning', 'decision making', 'negotiation']",['copywriting'],['copywriting']
"education: bachelor's in marketing experience: 3 years skills: react native, cloudformation, seo, analytics, keyword research, backlink strategy, vue.js, content optimization",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['business acumen', 'strategic thinking', 'communication']","['business acumen', 'planning', 'communication']",['seo'],['seo']
"education: bachelor's in marketing experience: 2 years skills: messaging, kanban, market research, positioning, redis, product strategy, security protocols, analytics",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['negotiation', 'strategic thinking']","['business acumen', 'strategic thinking']",['campaign management'],['campaign management']
"education: bachelor's in mechanical engineering experience: 5 years skills: tableau, thermal systems, cad, testing, encryption, mysql, vehicle systems, sql",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['precision', 'critical thinking']","['precision', 'teamwork', 'critical thinking', 'attention to detail']","['cad', 'vehicle systems', 'thermal systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in business experience: 3 years skills: risk assessment, product knowledge, leadership, account management, relationship building, sales, negotiation, terraform",account executive,bachelor's in business,economy,bachelor's in business,"['business acumen', 'decision making']","['business acumen', 'planning', 'communication']",['crm'],['crm']
"education: bachelor's in business experience: 2 years skills: presentation skills, analytics, leadership, sales, budget management, campaign management, brand strategy, communication",marketing manager,bachelor's in business,economy,bachelor's in marketing,"['business acumen', 'negotiation']","['communication', 'negotiation']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: bachelor's in chemical engineering experience: 3 years skills: data analysis, safety, business acumen, thermochemistry, graphql, chemical processes, process design, laboratory skills",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,"['business acumen', 'data analysis']",['data analysis'],['process design'],['process design']
"education: cpa or equivalent experience: 3 years skills: query optimization, excel, gaap, presentation skills, tax knowledge, accounting principles, financial analysis, graphql",accountant,accounting or equivalent,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: web design certification experience: 1 years skills: creativity, node.js, web design, responsive design, user experience, design tools, html/css, perl",web designer,web design certification,creative_design,bachelor's in design,"['creativity', 'adaptability', 'storytelling']","['attention to detail', 'storytelling', 'communication']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in electronics engineering experience: 3 years skills: prototyping, circuit design, hardware design, javascript, embedded systems, pcb design, ansible, cad",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['critical thinking', 'attention to detail']","['precision', 'critical thinking', 'attention to detail']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in electronics engineering experience: 3 years skills: scala, c/c++, real-time systems, budget management, low-level programming, redis, business development, microcontrollers",embedded systems engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['time management', 'precision']","['teamwork', 'time management', 'attention to detail']",['microcontrollers'],['microcontrollers']
"education: bachelor's in marketing experience: 0 years skills: communication, negotiation, selling, product knowledge, critical thinking, client relationships, crm, typescript",sales executive,bachelor's in marketing,economy,bachelor's in business,"['business acumen', 'strategic thinking', 'planning']","['business acumen', 'decision making', 'negotiation']",['crm'],['crm']
"education: bachelor's in marketing experience: 1 years skills: machine learning, product strategy, messaging, postgresql, encryption, market research, analytics, campaign management",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['negotiation', 'strategic thinking', 'decision making']","['strategic thinking', 'planning', 'decision making']",['campaign management'],['campaign management']
"education: cpa or equivalent experience: 3 years skills: tax knowledge, financial analysis, quickbooks, accounting principles, gaap, marketing, excel, confluence",accountant,accounting or equivalent,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: bachelor's in design experience: 1 years skills: user experience, rust, security architecture, design tools, html/css, responsive design, web accessibility, creativity",web designer,bachelor's in design,creative_design,bachelor's in design,"['adaptability', 'collaboration']","['adaptability', 'storytelling', 'collaboration']","['responsive design', 'web design']","['responsive design', 'web design']"
